,Bank,Date,INF,PR,CR,OE,ROA,NIA,NIM,RA,SCTA,CDR,LAS,SIZE,is_Credit_Agricole,is_FUIB,is_Kredobank,is_OTP,is_Oschadbank,is_Pivdennyi,is_Privat_Bank,is_Raiffeisen,is_Sense,is_Ukrsibbank,is_Universal
20,Kredobank,02/2019,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
21,Sense,02/2019,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0
22,Pivdennyi,04/2019,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0
23,FUIB,04/2019,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0
24,Ukrsibbank,04/2019,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0
25,Credit_Agricole,04/2019,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
26,Universal,04/2019,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1
27,OTP,04/2019,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0
28,Raiffeisen,04/2019,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
29,Privat_Bank,04/2019,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0
30,Oschadbank,04/2019,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0
31,Kredobank,04/2019,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
32,Sense,04/2019,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0
33,Pivdennyi,05/2019,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0
34,FUIB,05/2019,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0
35,Ukrsibbank,05/2019,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0
36,Credit_Agricole,05/2019,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
37,Universal,05/2019,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1
38,OTP,05/2019,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0
39,Raiffeisen,05/2019,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
40,Privat_Bank,05/2019,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0
41,Oschadbank,05/2019,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0
42,Kredobank,05/2019,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
43,Sense,05/2019,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0
44,Pivdennyi,06/2019,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0
45,FUIB,06/2019,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0
46,Ukrsibbank,06/2019,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0
47,Credit_Agricole,06/2019,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
48,Universal,06/2019,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1
49,OTP,06/2019,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0
50,Raiffeisen,06/2019,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
51,Privat_Bank,06/2019,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0
52,Oschadbank,06/2019,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0
53,Kredobank,06/2019,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
54,Sense,06/2019,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0
55,Pivdennyi,07/2019,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0
56,FUIB,07/2019,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0
57,Ukrsibbank,07/2019,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0
58,Credit_Agricole,07/2019,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
59,Universal,07/2019,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1
60,OTP,07/2019,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0
61,Raiffeisen,07/2019,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
62,Privat_Bank,07/2019,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0
63,Oschadbank,07/2019,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0
64,Kredobank,07/2019,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
65,Sense,07/2019,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0
66,Pivdennyi,08/2019,2.0375000000000005,1.1779166666666685,-0.0202396703565119,-0.0001929952097428,0.0028974435007148,0.0014674516943637,8.292424651454647e-06,0.0007156097187976,0.0003495922736943,0.0096379122346307,-0.0129932706131531,-0.0309323765555262,0,0,0,0,0,1,0,0,0,0,0
67,FUIB,08/2019,2.0375000000000005,1.1779166666666685,-0.0119741433608001,-0.0002241534542678,0.0001547434959265,0.0013483898282979,-0.0005346890145307,-0.0041676312034769,0.0014046412542763,0.0022274550859784,-0.0367450112668868,-0.0202995919240223,0,1,0,0,0,0,0,0,0,0,0
68,Ukrsibbank,08/2019,2.0375000000000005,1.1779166666666685,0.0112972537901043,-0.0005068459281751,-1.541834935495437e-05,0.002569682083991,6.793658422956338e-05,-0.0014303886546643,-0.0007822014954142,0.0387836687499187,-0.0651935331394771,-0.0166585307388587,0,0,0,0,0,0,0,0,0,1,0
69,Credit_Agricole,08/2019,2.0375000000000005,1.1779166666666685,-0.0035912432121132,3.5369151203375714e-05,0.0007899154409328,-0.0055858128545214,0.0004242690727921,0.0016780636143194,0.0038680546602749,0.0010081962075785,-0.0198412390670708,-0.0449704380312852,1,0,0,0,0,0,0,0,0,0,0
70,Universal,08/2019,2.0375000000000005,1.1779166666666685,0.0207789015566605,-0.0006121804660802,0.0016715748913164,-0.0100880403074683,-0.0007581312819559,0.0003983691022726,0.0004648393175496,0.0054001197922866,-0.0047733264635677,-0.0489589443886693,0,0,0,0,0,0,0,0,0,0,1
71,OTP,08/2019,2.0375000000000005,1.1779166666666685,0.0025119132928125,-0.0001256426301558,-9.081005576787315e-05,-0.0015675031589547,-0.0002509813166934,0.0038460640023904,0.0011380125600127,0.0155990401544794,-0.0717496613754675,-0.0377729826700736,0,0,0,1,0,0,0,0,0,0,0
72,Raiffeisen,08/2019,2.0375000000000005,1.1779166666666685,-0.0031762664962911,-0.0002634642556482,-0.0004767451584121,-0.0008134254562216,-0.0001725009893802,0.0033679250969445,0.0021972937043712,0.0631917402655981,-0.0852463033143074,-0.0521073112028034,0,0,0,0,0,0,0,1,0,0,0
73,Privat_Bank,08/2019,2.0375000000000005,1.1779166666666685,-0.0002216586121146,0.000429671050165,0.0007102300994959,-0.0009378717647875,0.0003593361201929,-0.0030619774536354,-0.0001379085327221,0.0200115793398865,-0.0447804160085991,-0.0695272672513311,0,0,0,0,0,0,1,0,0,0,0
74,Oschadbank,08/2019,2.0375000000000005,1.1779166666666685,-0.0031527252104689,-0.0001370338527284,-0.0002096031921657,-0.0014050958317222,-8.126766977867121e-05,0.0001036763498885,-0.0058576861623318,-0.0194347807122782,-0.0395174642873331,-0.1090954620585833,0,0,0,0,1,0,0,0,0,0,0
75,Kredobank,08/2019,2.0375000000000005,1.1779166666666685,0.001777861783772,-0.0008290294988779,-0.0003309788219849,-0.0158695097723212,4.4526314890555065e-05,-0.0026608624690964,-0.002193787897828,0.0191794897164784,-0.0438502158854606,-0.0245199058625082,0,0,1,0,0,0,0,0,0,0,0
76,Sense,08/2019,2.0375000000000005,1.1779166666666685,0.0079959528741621,0.0009366549120795,0.001542366668664,-0.0013679511231169,0.0006704365556567,0.0178406557783925,-0.0010841207857045,0.0347042556521699,-0.0524035740067688,-0.0686265150373763,0,0,0,0,0,0,0,0,1,0,0
77,Pivdennyi,10/2019,0.3041666666666662,1.1179166666666696,0.0020435588614021,-0.0002156239700727,-0.0048132759499723,-0.0074745482348003,-3.736262636411247e-05,0.0012405824453438,-0.0015172094687884,0.0072492748680739,-0.0129926606658999,-0.0148424890791183,0,0,0,0,0,1,0,0,0,0,0
78,FUIB,10/2019,0.3041666666666662,1.1179166666666696,-0.001472032667623,-0.0002891131712806,0.0001259120324784,-0.0035600009337218,-2.680165653817877e-05,0.0009778502176808,-0.0015486879844542,0.082041557364109,-0.0101257464929719,-0.0007483201121729,0,1,0,0,0,0,0,0,0,0,0
79,Ukrsibbank,10/2019,0.3041666666666662,1.1179166666666696,0.0186993724950512,8.611876035106644e-05,0.0003510979139727,-0.006039829486965,0.0004470652480409,0.0047698076552918,-0.0002675113586072,0.0277959564336045,-0.0173523887375507,-0.010499009360597,0,0,0,0,0,0,0,0,0,1,0
80,Credit_Agricole,10/2019,0.3041666666666662,1.1179166666666696,-0.011751459438384,0.0002580072090916,0.0002366237881711,-0.0065168464391985,5.226654504140917e-05,0.0012352082072381,0.0028855725254165,0.0164069078249567,0.0006723361613727,0.0023338328300539,1,0,0,0,0,0,0,0,0,0,0
81,Universal,10/2019,0.3041666666666662,1.1179166666666696,-0.003563123819869,-3.704044243987891e-05,0.0002177266447045,-0.0030592802275338,-0.0001295711551545,0.0013276850606979,0.001878942636109,0.0227288918215116,0.0112951492038722,-0.0461241316179474,0,0,0,0,0,0,0,0,0,0,1
82,OTP,10/2019,0.3041666666666662,1.1179166666666696,-0.002353729361969,-0.0001485967866009,0.0005495901480991,0.0010378841978142,0.0002926539554309,0.0022685446603714,-0.0009007884505826,0.033446533773662,-0.004747778134621,0.0126246522516133,0,0,0,1,0,0,0,0,0,0,0
83,Raiffeisen,10/2019,0.3041666666666662,1.1179166666666696,0.0081527711120249,7.256032859388924e-05,-0.0012188632027014,0.0028734943697948,-0.0004819627670356,-0.0017141498988478,0.0006834004627567,0.0247403970659144,-0.0361906942322054,0.0243280863354833,0,0,0,0,0,0,0,1,0,0,0
84,Privat_Bank,10/2019,0.3041666666666662,1.1179166666666696,-0.00034555952319,0.0006375800331474,0.0007995513749364,-0.000637379529643,0.0002980228861496,0.0006773113584138,-0.0024073173370416,-0.0176073866682596,0.0023808504191656,-0.0313213389442061,0,0,0,0,0,0,1,0,0,0,0
85,Oschadbank,10/2019,0.3041666666666662,1.1179166666666696,-0.0106352201982775,-0.0009777670643497,-0.0006553823559601,0.0286978799709166,-0.0005398854296333,-0.0008384639239711,0.0002218331651805,0.0304356932244648,-0.0189371756061834,0.1381215512444953,0,0,0,0,1,0,0,0,0,0,0
86,Kredobank,10/2019,0.3041666666666662,1.1179166666666696,0.0034796887840989,-0.000462883376659,8.270529659630196e-05,-0.0204532726805785,-2.826979694029591e-05,0.0037247667251596,0.0008419295211205,0.0069521464581437,0.0047346055379275,-0.0185160647249738,0,0,1,0,0,0,0,0,0,0,0
87,Sense,10/2019,0.3041666666666662,1.1179166666666696,0.0456240301605973,-0.000470985756041,0.0001188260103866,-0.0480529479331405,0.0009210468322108,0.0147120084350229,-0.0002079952483425,0.0350148233298897,-0.0055787233395493,-0.0295186771159627,0,0,0,0,0,0,0,0,1,0,0
88,Pivdennyi,11/2019,-0.5208333333333339,1.114166666666666,0.0096161674041395,-0.0001682748515482,0.0008505086332915,0.0615273925429564,-2.6127602439603766e-05,0.005850192920174,-0.0032448025172341,0.007066903333066,-0.0180147309577553,-0.0044534510732745,0,0,0,0,0,1,0,0,0,0,0
89,FUIB,11/2019,-0.5208333333333339,1.114166666666666,-0.0017527394811465,-5.8576835707990944e-05,-7.905707770625766e-05,-0.0059970093875823,4.8627352361354376e-05,0.0070440694273909,-0.0021870453107915,0.0559206143863657,-0.0351687531250052,-0.0229810439664035,0,1,0,0,0,0,0,0,0,0,0
90,Ukrsibbank,11/2019,-0.5208333333333339,1.114166666666666,0.022021367452689,0.0004321408550563,0.0004709531919608,-0.0046811820519566,0.0005443542780502,0.0122643888641954,-0.0007188882870387,0.0691615024405515,-0.0021010054419722,-0.0395719254384836,0,0,0,0,0,0,0,0,0,1,0
91,Credit_Agricole,11/2019,-0.5208333333333339,1.114166666666666,-0.0129230359465742,0.0005587922829477,-0.0001043704060477,-0.002899711161288,0.0001600839949508,0.0054772407124097,0.0032670168579379,0.0281529344329987,-0.0245360018708361,-0.0208867023194301,1,0,0,0,0,0,0,0,0,0,0
92,Universal,11/2019,-0.5208333333333339,1.114166666666666,-0.0006172284165451,0.0003343207842931,-0.0033398607120983,0.0316209271071106,-1.7319755333370518e-05,0.0023211325997999,-0.00155110753727,0.0238141212143848,-0.000328152304151,-0.057684878916099,0,0,0,0,0,0,0,0,0,0,1
93,OTP,11/2019,-0.5208333333333339,1.114166666666666,-0.004363626717812,0.0002617703966256,0.00011699421346,0.0083842046923904,0.000142021148322,0.0044658248441499,6.513265958156891e-05,0.063808071087976,-0.0270248324084314,-0.0013645135301381,0,0,0,1,0,0,0,0,0,0,0
94,Raiffeisen,11/2019,-0.5208333333333339,1.114166666666666,0.00658843619644,-4.4768305391508674e-05,-0.0007215676678788,-0.0006549083995241,-0.0002448746300639,0.0044432235151319,-0.0150417761441825,0.0252929773038403,0.012260110885553,-0.0295495183173351,0,0,0,0,0,0,0,1,0,0,0
95,Privat_Bank,11/2019,-0.5208333333333339,1.114166666666666,-0.0019891783227511,0.0003174826578102,0.0003549159636418,0.0011022576438546,5.1690297106722106e-05,0.0049445257967535,-0.0132340972553386,0.0271284830640679,-0.0020360760559128,-0.0238499854312976,0,0,0,0,0,0,1,0,0,0,0
96,Oschadbank,11/2019,-0.5208333333333339,1.114166666666666,-0.009554952494496,0.0006209808748228,-0.0024934707699349,-0.0123666344440637,-0.0003019105156987,3.7116946528942263e-06,-0.0017113926304612,0.0627497197321834,0.0001936641566523,0.1014768482499448,0,0,0,0,1,0,0,0,0,0,0
97,Kredobank,11/2019,-0.5208333333333339,1.114166666666666,0.0025317788712821,-4.6614947299099783e-05,-0.0007364239964785,-0.0130681365210906,-2.8411892931420532e-05,0.0073280951674428,-0.0020624845275833,0.0252158308955502,-0.0280533715443688,-0.0187995649710828,0,0,1,0,0,0,0,0,0,0,0
98,Sense,11/2019,-0.5208333333333339,1.114166666666666,-0.0033349127700087,-0.0013594329313594,0.000987836428482,-0.0205364848484614,0.0003962223511127,0.0069981721990054,-0.0067565814003383,0.0146775454201049,0.0324672276246907,0.0080728555351647,0,0,0,0,0,0,0,0,1,0,0
99,Pivdennyi,12/2019,-0.9249999999999998,0.7462499999999999,0.0133159779004851,0.0022773495072593,-0.0025255051399269,0.0240515270212572,-3.7182418748649224e-05,0.005567998649159,0.0023705720270095,0.0060792957096206,-0.0011531303591165,0.0128930171852736,0,0,0,0,0,1,0,0,0,0,0
100,FUIB,12/2019,-0.9249999999999998,0.7462499999999999,-0.0233983137162056,0.0002269150269424,0.00073760163454,-0.0062637733000768,0.003480224308302,0.0152681283885123,-0.0001258233230364,0.0557076744167974,-0.0219294745763994,-0.0870072049679642,0,1,0,0,0,0,0,0,0,0,0
101,Ukrsibbank,12/2019,-0.9249999999999998,0.7462499999999999,-0.0238512282239459,0.0028127867521011,-0.0006878668202343,0.0011857469334185,-0.0017114605921585,0.0090235197189786,0.0125850830255425,0.0473867189022897,0.0137503545903411,-0.0001550284201137,0,0,0,0,0,0,0,0,0,1,0
102,Credit_Agricole,12/2019,-0.9249999999999998,0.7462499999999999,-0.0056771575787346,0.0014098840995774,0.0006059191540392,0.0295910534586765,-2.818692254432341e-05,-0.0011741006751218,-0.0068191673579253,0.0202192490298723,0.0033511627055428,0.0331029332716781,1,0,0,0,0,0,0,0,0,0,0
103,Universal,12/2019,-0.9249999999999998,0.7462499999999999,-0.0102957715046387,0.0004143801121153,-9.277764090369952e-05,-0.0055392337916064,-0.0002381136512018,-0.0050051401830794,0.0016052723336226,-0.0391079048899538,0.0067461785276729,0.0594521892517079,0,0,0,0,0,0,0,0,0,0,1
104,OTP,12/2019,-0.9249999999999998,0.7462499999999999,-0.0130864560485114,0.0013515705895383,0.0010607009734751,0.0024663659720957,0.0004767463156236,0.0005277974686935,-0.003367819527849,-0.011916061339626,0.0551912059237889,0.0266393257435311,0,0,0,1,0,0,0,0,0,0,0
105,Raiffeisen,12/2019,-0.9249999999999998,0.7462499999999999,0.0016529676962649,0.0026524580206422,0.0004844950290434,-0.0012930898958054,0.0001188949847055,-0.0014297280166922,-0.0038841395029842,-0.1122976304870603,0.1260174077575775,0.0374676035717804,0,0,0,0,0,0,0,1,0,0,0
106,Privat_Bank,12/2019,-0.9249999999999998,0.7462499999999999,-0.0017429086255547,0.0002655578046014,-0.0003834086832608,0.0003379107138191,-0.000107609109525,-0.0039444315536338,0.0052858474992556,0.0269699501893655,-0.0128313012528199,0.0645827555257767,0,0,0,0,0,0,1,0,0,0,0
107,Oschadbank,12/2019,-0.9249999999999998,0.7462499999999999,-0.0131504147686095,0.0055437705225622,0.0019674456500576,0.0475663707926189,-0.0015793139983838,0.007534277105,0.0084550251975986,0.0386530985622005,0.0429854335957306,0.0229341970579071,0,0,0,0,1,0,0,0,0,0,0
108,Kredobank,12/2019,-0.9249999999999998,0.7462499999999999,-0.000333858815949,0.0038275379810298,0.0025220005471309,0.0022403369249924,0.0002311535257519,0.0056134006248895,-0.0051356793204791,-0.0040416426294407,0.0765203674443481,-0.0211929540410658,0,0,1,0,0,0,0,0,0,0,0
109,Sense,12/2019,-0.9249999999999998,0.7462499999999999,-0.0117830900817267,0.0006562860964946,0.0025629629230251,-0.0248142444630164,9.599625760523412e-05,-0.002814830287527,-0.002910131441901,0.0030938381287686,0.0351479959600594,0.0642782816819895,0,0,0,0,0,0,0,0,1,0,0
110,Pivdennyi,01/2020,-1.2499999999999991,0.8241666666666667,0.0139970020140321,-0.00065520560685,0.0004655956245902,-0.0131645284201153,0.0001522255980959,0.0116937577334559,-0.002277527805538,0.007960450141198,-0.0064250103945205,0.013085289934839,0,0,0,0,0,1,0,0,0,0,0
111,FUIB,01/2020,-1.2499999999999991,0.8241666666666667,-0.0177637463506836,0.0002517027105292,0.0002341356353347,-0.0021319623949765,0.0003487209074049,0.007808742978716,-0.0016120243497661,-0.016478186317871,0.0866788389942392,-0.0154380303408707,0,1,0,0,0,0,0,0,0,0,0
112,Ukrsibbank,01/2020,-1.2499999999999991,0.8241666666666667,-0.0189242452071311,-9.166270087032807e-05,0.0015509652381879,0.0320583237521655,0.0010130191194259,0.0124581938285645,-0.0014265453057653,0.0032225138403506,0.0203883924910751,0.0113835563273809,0,0,0,0,0,0,0,0,0,1,0
113,Credit_Agricole,01/2020,-1.2499999999999991,0.8241666666666667,-0.0031079116075416,-0.0008366072354821,0.0003854315543241,-0.0085935610960411,0.0003754987942532,0.0035292595706875,-0.0010751842507452,-0.0036016537811836,-0.010941438736406,0.0019382634473359,1,0,0,0,0,0,0,0,0,0,0
114,Universal,01/2020,-1.2499999999999991,0.8241666666666667,-0.0084362777839274,-0.0006446942704854,0.0012279327998368,-0.0101111166356053,-0.0001407295648037,-0.0090678094228351,-0.0039719341691419,-0.0621536500481739,-0.0334673768132496,0.1272157950664834,0,0,0,0,0,0,0,0,0,0,1
115,OTP,01/2020,-1.2499999999999991,0.8241666666666667,-0.0051438515902471,-0.0004317068739096,-0.0006429821736923,-0.0020849264101634,3.881943391083678e-05,0.0005654955347745,-0.0030927252559505,-0.0366953338987767,0.0765307705213537,0.0325121225386375,0,0,0,1,0,0,0,0,0,0,0
116,Raiffeisen,01/2020,-1.2499999999999991,0.8241666666666667,-0.0020377414201551,-0.0010900397608481,-0.001615103608572,-0.0010555789999586,-0.0003240589880975,-0.0017669505675467,-0.0119361118307135,-0.1247105875422086,0.1196954495567833,0.0527605710952592,0,0,0,0,0,0,0,1,0,0,0
117,Privat_Bank,01/2020,-1.2499999999999991,0.8241666666666667,0.0008497396731868,-0.0003143425014045,0.000135720080135,-0.0029173562348927,0.0003213918224702,0.0076521215954115,-0.0068494661207976,-0.015295208987049,0.0502609127677905,-0.0071201187141127,0,0,0,0,0,0,1,0,0,0,0
118,Oschadbank,01/2020,-1.2499999999999991,0.8241666666666667,0.0026793251596803,-0.000856657095067,0.0004892530958848,-0.0091922096378324,0.0003994183736753,0.0032218423630507,-0.0029056552553819,0.0206718241058362,0.0496587646531177,0.0219776174653958,0,0,0,0,1,0,0,0,0,0,0
119,Kredobank,01/2020,-1.2499999999999991,0.8241666666666667,0.0031481092860163,-6.147947903646298e-05,0.0003321606691625,-0.0068925268284199,0.0004466876739726,0.0060593531676975,-0.0027314974896631,-0.0398854447998421,0.0315067003333449,-0.0184376313247227,0,0,1,0,0,0,0,0,0,0,0
120,Sense,01/2020,-1.2499999999999991,0.8241666666666667,-0.0005227686674393,0.0010776417931714,-0.0004554527649402,-0.0430454089135421,0.0011295337588585,-0.0045613864097394,-0.0028924777982885,0.0025523339188164,0.0263934264083601,0.0454031389844011,0,0,0,0,0,0,0,0,1,0,0
121,Pivdennyi,02/2020,-1.4916666666666667,-0.6462499999999984,0.0090123441986858,2.6002274188359313e-05,0.0053406173317069,-0.0121024007496388,-0.0001687504744562,0.0212580112787545,-0.0016812856173909,0.0115660509345863,0.0009800725214565,0.0142579275437952,0,0,0,0,0,1,0,0,0,0,0
122,FUIB,02/2020,-1.4916666666666667,-0.6462499999999984,-0.0147105018125395,8.964759202265008e-05,-0.0005158560358488,-0.0065395435325692,-0.0002630865885285,0.0033086766747977,-0.0016305925849144,-0.0446587553681623,0.0940498313178429,0.0155269303244764,0,1,0,0,0,0,0,0,0,0,0
123,Ukrsibbank,02/2020,-1.4916666666666667,-0.6462499999999984,-0.0141977378129241,-0.0001479577746609,0.0004036528374794,-0.0014517460665473,0.000414654769314,0.0142706275145449,0.0001733828145239,-0.0068555292371118,0.0262374510289025,0.0153029329012639,0,0,0,0,0,0,0,0,0,1,0
124,Credit_Agricole,02/2020,-1.4916666666666667,-0.6462499999999984,6.555755946813235e-05,-0.0003986549745234,-0.0005172715010305,-0.0006301803766597,-0.0002103950748101,0.0037117046076394,0.0033312774690059,-0.0015699226992624,-0.0025622395652189,-0.0121842168404988,1,0,0,0,0,0,0,0,0,0,0
125,Universal,02/2020,-1.4916666666666667,-0.6462499999999984,-0.0075754774082242,-0.0004125272299671,-0.0012100866322525,-0.0065302309135727,-0.0003904732867831,-0.0057312024506234,-0.0040265523490415,-0.0282016489938737,-0.0218935876861169,0.0688225040182111,0,0,0,0,0,0,0,0,0,0,1
126,OTP,02/2020,-1.4916666666666667,-0.6462499999999984,-0.0072946417000375,-0.0001829009237507,-0.000645057908835,-4.92872334445409e-05,-0.00028412783528,-0.0032870050036421,-0.0069867546045137,-0.0527964426470238,0.1158423968820749,0.0547657837789969,0,0,0,1,0,0,0,0,0,0,0
127,Raiffeisen,02/2020,-1.4916666666666667,-0.6462499999999984,-0.00026557092507,0.0003142425546305,-0.0007581614977783,0.0026473246120941,-0.0001233055369153,-0.0007057731418149,-0.0138044511332377,-0.1039289689422169,0.0854925124313403,0.0231225064033644,0,0,0,0,0,0,0,1,0,0,0
128,Privat_Bank,02/2020,-1.4916666666666667,-0.6462499999999984,-0.0006701986786024,-7.673834311871033e-06,-0.0005494347084741,-0.0016754082450631,-0.0001366478632948,0.0077022437527255,-0.006881882957645,-0.0158552992426256,0.0308369322828989,-0.0002332056516394,0,0,0,0,0,0,1,0,0,0,0
129,Oschadbank,02/2020,-1.4916666666666667,-0.6462499999999984,0.0115674435578689,-0.0005439266707727,0.0004981747746832,0.0158706569454347,0.002263539660674,0.0035487239146723,-0.0060464205117855,0.0072606997261511,0.0356957520782469,-0.0047224267814023,0,0,0,0,1,0,0,0,0,0,0
130,Kredobank,02/2020,-1.4916666666666667,-0.6462499999999984,0.0086619654612115,-0.0002086996567105,-0.0009320062703022,-0.019114788843244,-7.92405039702496e-05,0.0066069192513313,-0.0060017099519526,-0.0295291250552322,0.0420380698299678,-0.0242322296566044,0,0,1,0,0,0,0,0,0,0,0
131,Sense,02/2020,-1.4916666666666667,-0.6462499999999984,-0.0085384243237913,9.096028958502714e-05,-0.0006986721581988,-0.0321800176928651,0.0002044801773593,-0.0048894866768833,-0.008233120902598,-0.0001986452240445,0.0008498041338371,0.0515274029608185,0,0,0,0,0,0,0,0,1,0,0
132,Pivdennyi,03/2020,-1.0499999999999998,-0.3274999999999988,0.0074359634921652,0.0001029319321041,-0.0041723462319947,-0.0053038751609005,7.252781796606702e-05,0.0112006484632958,0.0017778417427557,0.0119789198854101,-0.002677284983676,0.0207826222924794,0,0,0,0,0,1,0,0,0,0,0
133,FUIB,03/2020,-1.0499999999999998,-0.3274999999999988,0.0005306458124994,6.917934999795807e-05,0.0007864240678961,-0.0020871071565194,-0.00055863246311,-0.004584693215088,4.578705085876364e-05,0.0109230086547117,-0.0316102665502211,0.0583644512042873,0,1,0,0,0,0,0,0,0,0,0
134,Ukrsibbank,03/2020,-1.0499999999999998,-0.3274999999999988,-0.0136893490021771,-0.0004001254793967,0.0010181096047034,-0.0051164543082014,0.0006261336400366,0.0077186346287992,-0.002793993991373,0.0063884545679896,-0.0315451064828413,0.0230042079124324,0,0,0,0,0,0,0,0,0,1,0
135,Credit_Agricole,03/2020,-1.0499999999999998,-0.3274999999999988,-0.0007890592639812,-5.696776171037511e-05,0.000465566547257,-0.0056386327943066,-7.315469104602918e-05,-0.0019674751506341,-0.0027167077808658,-0.0301376765159373,-0.0062822668290388,0.0299584618689934,1,0,0,0,0,0,0,0,0,0,0
