Year,INF
01/2019,
02/2019,-0.04347826086956508
03/2019,-0.022727272727272818
04/2019,0.023255813953488413
05/2019,0.09090909090909083
06/2019,-0.0625
07/2019,0.011111111111111072
08/2019,-0.03296703296703285
09/2019,-0.14772727272727282
10/2019,-0.1333333333333333
11/2019,-0.2153846153846154
12/2019,-0.196078431372549
01/2020,-0.21951219512195108
02/2020,-0.2500000000000001
03/2020,-0.04166666666666674
04/2020,-0.08695652173913038
05/2020,-0.19047619047619058
06/2020,0.41176470588235303
07/2020,0.0
08/2020,0.04166666666666674
09/2020,-0.08000000000000007
10/2020,0.1304347826086958
11/2020,0.46153846153846145
12/2020,0.3157894736842106
01/2021,0.21999999999999997
02/2021,0.2295081967213115
03/2021,0.1333333333333333
04/2021,-0.0117647058823529
05/2021,0.13095238095238093
06/2021,0.0
07/2021,0.0736842105263158
08/2021,0.0
09/2021,0.07843137254901977
10/2021,-0.009090909090909038
11/2021,-0.05504587155963303
12/2021,-0.029126213592233108
01/2022,0.0
02/2022,0.06999999999999984
03/2022,0.28037383177570097
04/2022,0.1970802919708028
05/2022,0.09756097560975618
06/2022,0.19444444444444442
07/2022,0.032558139534883734
08/2022,0.07207207207207222
09/2022,0.03361344537815136
10/2022,0.08130081300813008
11/2022,-0.003759398496240629
12/2022,0.0037735849056603765
01/2023,-0.022556390977443663
02/2023,-0.04230769230769238
03/2023,-0.14457831325301196
04/2023,-0.15962441314554
05/2023,-0.14525139664804454
06/2023,-0.1633986928104575
07/2023,-0.1171875
08/2023,-0.23893805309734517
09/2023,-0.17441860465116277
10/2023,-0.2535211267605634
11/2023,-0.037735849056603765
12/2023,0.0
01/2024,-0.07843137254901955
02/2024,-0.08510638297872353
03/2024,-0.255813953488372
